DATE	GE	NEP	FAN	ENPH	FSLR	FTEK	RUN	PZD	FCEL	TSLA
04/02/2020	12.52	54.89	15.04	36.90	52.67	0.86	18.25	51.00	1.68	177.41
05/02/2020	12.80	54.88	15.13	36.91	53.10	0.87	18.99	51.56	1.70	146.94
06/02/2020	12.88	56.08	15.10	38.39	52.65	0.87	19.13	51.17	1.69	149.79
07/02/2020	12.77	55.66	14.97	38.05	52.46	0.87	18.95	50.45	1.73	149.61
10/02/2020	12.84	56.59	15.05	38.61	52.75	0.85	19.96	50.80	2.06	154.26
11/02/2020	12.79	56.75	15.24	39.66	53.53	0.86	20.13	51.56	2.03	154.88
12/02/2020	13.09	56.85	15.17	41.50	56.12	0.85	21.30	52.03	2.05	153.46
13/02/2020	12.87	57.36	15.18	41.34	54.61	0.87	21.30	51.83	2.14	160.80
14/02/2020	12.77	58.31	15.23	41.09	55.26	0.88	21.42	51.68	2.08	160.01
18/02/2020	12.69	59.45	15.37	40.17	55.65	0.90	21.77	51.31	2.46	171.68
19/02/2020	12.55	59.46	15.48	57.22	57.37	0.88	22.48	52.02	2.79	183.48
20/02/2020	12.47	59.44	15.42	58.74	59.32	0.91	23.40	52.71	2.61	179.88
21/02/2020	12.19	59.26	15.43	59.09	50.59	0.87	21.95	51.88	2.52	180.20
24/02/2020	11.80	59.11	14.94	55.26	51.21	0.84	22.13	50.34	2.30	166.76
25/02/2020	11.26	57.98	14.65	50.90	48.57	0.83	20.80	48.64	2.27	159.98
26/02/2020	10.89	56.99	14.67	51.87	46.11	0.83	20.91	48.54	2.29	155.76
27/02/2020	10.34	56.17	14.30	48.76	44.25	0.82	20.27	47.00	1.94	135.80
28/02/2020	10.83	55.99	14.17	48.97	45.77	0.80	19.34	46.96	1.95	133.60
02/03/2020	11.15	57.44	14.57	51.40	44.95	0.80	19.36	47.74	1.93	148.72
03/03/2020	10.83	56.99	14.56	52.37	44.21	0.81	19.51	47.20	1.95	149.10
04/03/2020	10.89	58.44	15.24	53.47	45.48	0.80	20.80	48.95	2.00	149.90
05/03/2020	10.03	58.71	14.81	56.69	45.47	0.77	21.30	47.42	1.97	144.91
06/03/2020	9.36	56.80	14.50	53.05	43.37	0.75	20.22	46.35	1.87	140.70
09/03/2020	8.18	52.53	13.34	43.38	39.15	0.62	16.79	42.22	1.52	121.60
10/03/2020	8.81	53.80	13.51	45.59	41.08	0.68	16.72	43.79	1.70	129.07
11/03/2020	8.18	52.00	12.86	41.73	37.23	0.61	15.05	41.11	1.47	126.85
12/03/2020	7.20	43.65	11.36	33.02	36.56	0.48	11.68	36.94	1.09	112.11
13/03/2020	7.82	45.93	12.10	32.86	35.96	0.47	11.20	38.67	1.15	109.32
16/03/2020	6.63	37.57	10.87	27.45	31.54	0.53	9.49	34.44	1.16	89.01
17/03/2020	7.05	44.14	11.64	29.28	32.26	0.43	9.92	36.58	1.49	86.04
18/03/2020	6.57	31.23	10.65	23.99	30.20	0.42	8.90	33.39	1.25	72.24
19/03/2020	6.45	31.46	10.56	26.25	33.46	0.43	9.11	34.24	1.33	85.53
20/03/2020	6.49	36.60	10.47	26.00	33.69	0.42	8.36	33.70	1.22	85.51
23/03/2020	6.09	32.53	10.11	27.51	33.07	0.45	9.02	33.43	1.28	86.86
24/03/2020	6.98	36.03	11.16	34.34	33.71	0.43	11.16	36.10	1.40	101.00
25/03/2020	7.53	37.72	11.87	36.81	34.79	0.40	12.16	37.19	1.58	107.85
26/03/2020	8.09	40.72	12.29	36.13	37.62	0.48	12.38	39.21	1.65	105.63
27/03/2020	7.59	38.94	11.84	32.38	35.63	0.43	10.22	37.18	1.55	102.87
30/03/2020	7.86	41.52	12.09	32.00	36.06	0.40	9.81	37.82	1.56	100.43
31/03/2020	7.91	41.75	12.02	32.29	36.06	0.40	10.10	37.58	1.51	104.80
01/04/2020	7.01	39.15	11.46	29.77	33.44	0.40	9.32	35.49	1.39	96.31
02/04/2020	6.87	37.43	11.67	29.92	35.31	0.39	9.80	36.12	1.39	90.89
03/04/2020	6.70	36.77	11.45	28.69	34.38	0.40	8.85	35.14	1.33	96.00
06/04/2020	7.20	39.01	11.99	34.05	36.75	0.40	9.98	37.82	1.43	103.25
07/04/2020	7.00	38.40	12.07	35.04	37.35	0.41	10.57	38.64	1.47	109.09
08/04/2020	7.27	40.30	12.25	37.93	38.90	0.44	11.47	39.51	1.53	109.77
09/04/2020	7.11	42.43	12.50	38.06	40.45	0.41	11.73	40.45	1.50	114.60
13/04/2020	6.99	41.78	12.28	37.78	40.61	0.43	11.10	39.53	1.55	130.19
14/04/2020	6.90	42.28	12.57	41.40	42.12	0.42	12.07	40.60	1.65	141.98
15/04/2020	6.47	41.51	12.07	39.61	40.93	0.42	11.46	38.98	1.54	145.97
16/04/2020	6.21	42.63	12.07	38.79	40.15	0.43	11.11	38.73	1.61	149.04
17/04/2020	6.81	44.59	12.38	38.96	42.20	0.55	11.87	40.24	1.62	150.78
20/04/2020	6.48	43.56	12.13	39.01	41.00	0.54	12.35	40.09	1.61	149.27
21/04/2020	6.45	42.18	11.90	35.51	39.18	0.51	12.01	38.72	1.62	137.34
22/04/2020	6.40	45.22	12.08	38.24	40.23	0.53	12.64	39.39	1.74	146.42
23/04/2020	6.49	46.86	12.04	39.48	42.29	0.52	13.11	39.94	1.81	141.13
24/04/2020	6.23	46.80	12.13	37.73	40.84	0.55	12.94	40.12	2.09	145.03
27/04/2020	6.40	46.74	12.37	37.21	43.26	0.52	13.52	41.12	2.38	159.75
28/04/2020	6.77	47.92	12.44	43.00	41.77	0.55	13.69	42.24	2.14	153.82
29/04/2020	6.55	47.42	12.69	48.99	45.55	0.54	14.80	43.99	2.13	160.10
30/04/2020	6.77	48.83	12.48	46.83	44.01	0.50	14.03	42.82	2.02	156.38
01/05/2020	6.47	47.98	12.23	43.25	41.98	0.53	12.96	41.01	1.95	140.26
04/05/2020	6.18	47.81	12.18	43.98	43.40	0.50	13.43	40.85	1.97	152.24
05/05/2020	6.17	48.55	12.31	44.37	43.10	0.49	13.25	41.10	2.01	153.64
06/05/2020	5.96	48.11	12.23	52.68	43.12	0.49	13.87	41.47	2.02	156.52
07/05/2020	6.09	48.64	12.41	54.49	44.66	0.47	13.81	42.06	1.97	156.01
08/05/2020	6.26	49.60	12.65	57.28	44.16	0.91	14.77	43.58	2.10	163.88
11/05/2020	6.16	49.18	12.68	59.58	42.87	0.92	14.56	43.67	2.06	162.26
12/05/2020	5.98	47.38	12.55	59.27	40.35	0.99	13.97	42.69	1.96	161.88
13/05/2020	5.77	46.27	12.40	57.47	39.43	0.93	13.54	41.62	1.88	158.19
14/05/2020	5.68	46.21	12.42	56.98	39.79	0.92	13.97	41.92	1.88	160.67
15/05/2020	5.47	45.87	12.39	58.38	39.37	0.94	14.07	41.94	1.84	159.83
18/05/2020	6.24	48.68	12.93	64.42	42.37	0.93	15.14	44.59	1.91	162.73
19/05/2020	6.18	48.38	12.71	67.04	43.23	0.90	15.51	44.39	1.96	161.60
20/05/2020	6.39	47.86	12.88	64.17	43.94	0.87	15.91	45.30	2.04	163.11
21/05/2020	6.45	48.17	12.83	59.93	43.76	0.88	16.07	45.09	2.02	165.52
22/05/2020	6.38	48.70	12.82	56.42	43.47	0.89	15.86	45.04	1.98	163.38
26/05/2020	6.77	48.67	13.24	58.43	46.56	0.86	16.33	46.47	2.17	163.77
27/05/2020	7.26	49.66	13.35	57.86	46.61	0.82	16.85	47.45	2.17	164.05
28/05/2020	6.75	50.47	13.54	55.80	45.52	0.81	16.43	46.82	2.11	161.16
29/05/2020	6.54	50.18	13.73	58.19	46.62	0.74	16.70	47.28	2.13	167.00
01/06/2020	6.73	50.56	13.87	59.68	48.01	0.78	17.67	48.24	2.25	179.62
02/06/2020	7.02	50.99	14.07	56.95	47.90	0.80	17.94	48.19	2.30	176.31
03/06/2020	7.33	51.26	14.39	53.32	49.50	0.81	18.60	49.91	2.42	176.59
04/06/2020	7.71	51.84	14.39	51.64	49.61	0.78	18.29	49.81	2.54	172.88
05/06/2020	7.85	51.49	14.55	54.59	51.38	0.78	18.69	51.14	2.62	177.13
08/06/2020	8.43	52.12	14.68	52.90	54.44	0.83	19.64	51.27	2.71	189.98
09/06/2020	7.99	51.41	14.53	51.58	53.06	0.82	19.33	50.57	2.61	188.13
10/06/2020	7.58	51.42	14.51	49.35	51.19	0.85	18.62	49.98	3.37	205.01
11/06/2020	6.92	49.59	13.60	47.66	48.94	0.79	17.17	46.80	2.55	194.57
12/06/2020	7.22	48.47	13.87	48.63	49.42	0.78	17.93	47.62	2.73	187.06
15/06/2020	7.21	50.58	14.10	50.45	50.11	0.78	18.99	48.55	2.54	198.18
16/06/2020	7.44	51.31	14.08	52.76	51.31	0.90	20.10	48.95	2.59	196.43
17/06/2020	7.21	51.30	14.14	39.04	49.90	0.87	19.29	48.46	2.36	198.36
18/06/2020	7.25	52.02	14.08	45.72	50.47	0.86	19.80	48.71	2.28	200.79
19/06/2020	7.12	51.02	14.01	46.72	50.20	0.84	19.90	48.50	2.20	200.18
22/06/2020	7.01	51.24	14.33	45.56	49.80	0.78	19.97	48.92	2.17	198.86
23/06/2020	6.97	50.60	14.27	45.49	51.92	0.79	19.74	49.07	2.24	200.36
24/06/2020	6.50	49.89	14.04	46.68	49.08	0.76	19.72	47.70	2.36	192.17
25/06/2020	6.65	49.30	14.16	45.80	50.38	0.76	19.88	48.04	2.22	197.20
26/06/2020	6.46	49.24	14.00	45.30	48.76	0.75	18.58	47.44	2.09	191.95
29/06/2020	6.78	49.70	14.25	47.45	49.61	1.05	19.52	48.35	2.34	201.87
30/06/2020	6.81	50.35	14.36	47.57	49.50	0.84	19.72	49.18	2.26	215.96
01/07/2020	6.72	51.57	14.33	49.06	49.09	0.85	19.84	48.89	2.28	223.93
02/07/2020	6.80	52.76	14.56	48.86	49.88	0.86	20.00	49.31	2.52	241.73
06/07/2020	6.98	52.11	14.87	50.16	53.41	0.88	21.34	50.24	2.87	274.32
07/07/2020	6.74	52.31	14.84	50.64	53.16	1.13	26.17	49.69	2.83	277.97
08/07/2020	6.84	53.94	15.19	54.93	58.06	1.04	28.27	50.48	2.96	273.18
09/07/2020	6.56	53.49	15.06	55.79	57.20	1.02	27.83	50.15	3.04	278.86
10/07/2020	6.67	53.95	15.14	55.43	57.49	0.98	28.89	50.51	3.07	308.93
13/07/2020	6.68	54.92	15.12	52.32	56.21	0.91	30.09	50.22	2.81	299.41
14/07/2020	6.86	56.54	15.32	55.88	61.78	0.97	33.78	51.39	2.88	303.36
15/07/2020	7.12	57.21	15.71	57.95	60.98	0.94	35.81	52.52	3.00	309.20
16/07/2020	7.03	57.64	15.77	57.74	59.03	0.96	36.65	52.50	3.07	300.13
17/07/2020	7.05	57.38	16.01	59.31	61.00	0.95	36.81	53.03	2.91	300.17
20/07/2020	6.85	56.68	16.21	63.54	62.16	0.94	38.40	53.80	2.82	328.60
21/07/2020	7.02	56.85	16.35	61.10	60.74	0.96	38.98	53.67	2.75	313.67
22/07/2020	7.04	57.43	16.48	62.08	61.15	0.98	40.35	54.29	2.81	318.47
23/07/2020	7.02	57.56	16.46	61.67	62.50	0.97	42.46	54.18	2.64	302.61
24/07/2020	6.84	58.83	16.28	59.65	62.16	0.93	40.99	53.49	2.52	283.40
27/07/2020	6.69	59.16	16.39	62.22	62.26	0.95	42.50	54.53	2.46	307.92
28/07/2020	6.87	59.78	16.31	57.23	59.68	0.92	40.46	53.56	2.41	295.30
29/07/2020	6.57	61.40	16.43	59.12	60.11	0.94	36.61	54.25	2.30	299.82
30/07/2020	6.24	61.48	16.66	59.14	59.70	0.92	36.67	54.06	2.29	297.50
31/07/2020	6.05	61.07	16.57	60.36	59.55	0.88	36.69	53.15	2.23	286.15
03/08/2020	6.09	60.86	16.84	61.21	60.84	0.88	39.78	54.11	2.55	297.00
04/08/2020	6.12	61.68	16.86	68.95	64.04	0.94	43.54	54.71	2.54	297.40
05/08/2020	6.38	61.93	17.06	74.99	65.73	0.92	46.40	55.77	2.56	297.00
06/08/2020	6.31	61.98	17.02	71.37	64.46	0.89	46.53	56.06	2.56	297.92
07/08/2020	6.38	62.60	17.05	72.84	72.93	0.92	46.00	56.48	2.68	290.54
10/08/2020	6.65	62.97	17.11	71.84	72.50	0.93	47.28	56.76	2.87	283.71
11/08/2020	6.71	61.24	17.21	67.30	70.19	0.93	42.37	57.07	2.68	274.88
12/08/2020	6.70	62.19	17.41	71.19	73.53	0.83	44.94	57.86	2.77	310.95
13/08/2020	6.58	62.08	17.51	74.88	75.71	0.83	46.73	58.15	2.83	324.20
14/08/2020	6.64	61.78	17.37	73.16	74.31	0.86	45.63	57.87	2.73	330.14
17/08/2020	6.45	61.90	17.50	75.06	73.61	0.83	47.73	58.37	2.84	367.13
18/08/2020	6.42	62.19	17.46	75.16	74.41	0.89	46.31	58.01	3.06	377.42
19/08/2020	6.36	61.70	17.34	75.49	75.85	0.88	48.14	57.79	3.17	375.71
20/08/2020	6.25	61.53	17.23	73.09	73.66	0.86	45.99	57.47	2.96	400.37
21/08/2020	6.29	61.47	17.25	73.14	74.10	0.84	48.23	57.39	2.92	410.00
24/08/2020	6.61	61.29	17.44	73.36	76.52	0.82	51.00	58.18	2.78	402.84
25/08/2020	6.57	60.71	17.43	75.93	77.37	0.82	50.79	58.36	2.88	404.67
26/08/2020	6.46	59.95	17.53	75.24	78.19	0.82	50.03	58.57	2.94	430.63
27/08/2020	6.46	60.16	17.28	73.44	77.61	0.80	52.10	58.05	2.95	447.75
28/08/2020	6.59	59.80	17.43	76.04	80.00	0.82	55.51	58.57	2.99	442.68
31/08/2020	6.32	59.77	17.44	77.23	76.59	0.79	56.56	58.44	2.84	498.32
01/09/2020	6.17	59.20	17.43	78.71	78.42	0.77	58.27	58.96	2.90	475.05
02/09/2020	6.42	58.12	17.64	77.02	77.45	0.77	57.08	59.98	2.67	447.37
03/09/2020	6.30	57.17	17.27	67.80	72.50	0.80	51.15	56.85	2.43	407.00
04/09/2020	6.40	55.52	17.06	66.16	72.06	0.72	49.22	56.49	2.56	418.32
08/09/2020	6.12	54.76	16.87	65.05	69.37	0.70	51.89	55.62	2.52	330.21
09/09/2020	6.14	56.19	17.32	67.71	71.70	0.72	55.24	56.87	2.63	366.28
10/09/2020	5.98	56.65	17.08	66.10	69.89	0.72	56.19	56.25	2.17	371.34
11/09/2020	5.93	57.32	17.12	65.10	69.91	0.70	55.88	56.65	2.17	372.72
14/09/2020	6.13	57.69	17.21	69.49	71.46	0.69	59.10	57.48	2.26	419.62
15/09/2020	6.08	58.78	17.42	72.16	72.89	0.68	61.01	57.89	2.42	449.76
16/09/2020	6.73	58.21	17.48	72.83	71.96	0.67	62.33	58.00	2.50	441.76
17/09/2020	7.03	57.02	17.49	66.87	64.00	0.70	59.52	57.45	2.46	423.43
18/09/2020	6.86	57.14	17.44	68.27	61.75	0.76	60.86	57.30	2.62	442.15
21/09/2020	6.33	56.98	17.14	70.72	61.67	0.69	60.20	55.88	2.59	449.39
22/09/2020	6.23	56.90	17.01	72.23	61.55	0.69	62.80	56.07	2.47	424.23
23/09/2020	6.09	55.76	16.86	70.27	62.02	0.65	61.72	55.07	2.23	380.36
24/09/2020	6.04	56.65	16.85	69.41	61.30	0.67	60.63	55.21	2.28	387.79
25/09/2020	6.10	57.85	16.93	73.62	63.05	0.80	66.46	56.18	2.29	407.34
28/09/2020	6.19	57.83	17.18	78.14	65.37	0.79	71.98	57.63	2.43	421.20
29/09/2020	6.11	58.50	17.44	80.80	65.76	0.83	72.80	58.35	2.56	419.07
30/09/2020	6.22	59.42	17.53	82.59	66.20	0.84	77.07	58.62	2.14	429.01
01/10/2020	6.23	59.25	17.96	89.51	68.57	0.84	79.97	59.74	2.10	448.16
02/10/2020	6.38	58.46	17.95	90.43	67.24	0.83	76.45	59.59	2.02	415.09
05/10/2020	6.40	58.76	18.30	98.05	71.50	0.80	78.62	61.22	1.89	425.68
06/10/2020	6.16	62.18	18.27	98.57	73.44	0.81	78.57	60.87	1.92	413.98
07/10/2020	6.30	64.98	18.80	107.82	78.71	0.80	78.05	62.36	2.16	425.30
08/10/2020	6.64	67.46	18.98	105.50	77.12	0.80	70.54	62.21	2.38	425.92
09/10/2020	6.83	66.66	18.99	109.18	78.81	0.85	71.43	63.14	2.62	434.00
12/10/2020	6.82	65.36	19.17	104.43	79.31	0.83	63.79	63.43	2.54	442.30
13/10/2020	6.71	65.16	18.94	106.65	82.93	0.84	65.35	63.15	2.48	446.65
14/10/2020	6.81	64.69	19.21	108.97	83.72	0.85	63.27	63.34	2.43	461.30
15/10/2020	6.86	65.06	19.11	110.71	82.28	0.82	64.21	63.30	2.44	448.88
16/10/2020	7.28	65.15	19.12	110.84	84.18	0.81	62.39	63.51	2.33	439.67
19/10/2020	7.28	63.74	18.87	114.69	83.43	0.80	62.38	63.08	2.32	430.83
20/10/2020	7.33	64.40	18.95	116.14	84.30	0.82	62.58	63.27	2.30	421.94
21/10/2020	7.31	63.20	18.78	101.53	81.60	0.84	56.82	61.82	2.18	422.64
22/10/2020	7.71	63.92	18.62	103.46	82.65	0.82	57.47	62.25	2.26	425.79
23/10/2020	7.62	64.49	18.75	103.33	85.37	0.82	56.03	62.42	2.38	420.63
26/10/2020	7.37	64.16	18.32	103.67	83.75	0.82	56.30	60.93	2.25	420.28
27/10/2020	7.09	64.11	18.26	98.63	82.39	0.79	54.66	60.24	2.22	424.68
28/10/2020	7.41	63.04	17.73	102.81	93.31	0.76	55.84	58.36	2.14	406.02
29/10/2020	7.36	63.49	18.11	102.51	87.46	0.70	54.26	58.95	2.16	410.83
30/10/2020	7.41	62.23	18.08	98.09	87.05	0.71	52.02	58.44	2.00	388.04
02/11/2020	7.51	64.86	18.35	103.83	88.89	0.72	54.18	59.57	2.15	400.51
03/11/2020	7.84	65.14	18.77	104.75	87.24	0.73	54.00	60.66	2.32	423.90
04/11/2020	7.84	63.95	18.69	106.19	79.78	0.71	54.00	60.14	2.23	420.98
05/11/2020	7.98	64.86	19.32	120.26	86.90	0.75	58.00	63.18	2.48	438.09
06/11/2020	8.08	65.99	19.43	122.53	88.27	0.74	57.73	63.67	2.39	429.95
09/11/2020	8.71	65.87	19.59	117.08	86.11	0.81	55.49	64.01	2.52	421.26
10/11/2020	8.97	65.47	19.66	109.39	80.75	0.76	53.59	63.91	2.43	410.36
11/11/2020	8.88	66.21	20.05	120.43	84.20	1.25	54.00	65.09	2.69	417.13
12/11/2020	8.75	65.03	19.90	117.21	81.40	1.24	53.38	64.18	2.56	411.76
13/11/2020	9.24	65.05	19.89	116.59	79.95	1.03	55.40	65.30	2.85	408.50
16/11/2020	9.56	64.90	19.89	119.93	80.21	0.96	55.53	66.18	3.75	408.09
17/11/2020	9.67	64.77	19.88	125.12	81.48	0.95	58.49	66.41	4.12	441.61
18/11/2020	9.72	64.27	19.75	124.92	81.99	1.00	56.73	65.65	5.10	486.64
19/11/2020	9.65	64.10	19.98	128.89	84.06	1.11	59.50	66.57	5.36	499.27
20/11/2020	9.75	63.85	20.24	129.59	84.69	1.27	61.44	66.82	5.54	489.61
23/11/2020	10.06	62.95	20.34	134.43	86.92	2.82	63.79	67.41	8.55	521.85
24/11/2020	10.44	63.30	20.38	136.02	90.41	6.04	66.34	68.05	7.67	555.38
25/11/2020	10.49	64.27	20.58	139.07	92.45	5.40	67.97	68.26	8.84	574.00
27/11/2020	10.39	64.55	20.89	140.56	94.70	5.13	66.75	69.02	9.69	585.76
30/11/2020	10.17	63.47	20.80	136.57	93.43	4.40	64.08	68.67	10.20	567.60
01/12/2020	10.14	64.00	21.00	128.85	91.06	3.67	62.49	68.85	9.05	584.76
02/12/2020	10.42	62.80	20.81	127.93	90.49	3.91	60.99	68.80	7.24	568.82
03/12/2020	10.59	63.00	20.83	127.67	88.92	4.15	58.24	68.26	7.38	593.38
04/12/2020	10.87	62.72	20.82	130.46	89.26	4.32	57.71	69.20	7.95	599.04
07/12/2020	10.85	62.05	20.84	129.32	88.75	4.13	58.63	69.23	7.83	641.76
08/12/2020	10.95	64.50	20.92	134.74	89.89	4.18	61.31	70.38	8.78	649.88
09/12/2020	11.38	62.22	20.83	127.26	86.22	4.12	57.12	69.40	8.15	604.48
10/12/2020	11.31	63.37	20.81	131.21	86.54	3.95	57.58	69.37	8.25	627.07
11/12/2020	11.15	63.37	20.88	139.91	86.37	3.83	58.28	69.73	7.88	609.99
14/12/2020	10.82	62.90	21.02	145.07	86.59	3.57	57.10	70.38	7.70	639.83
15/12/2020	11.10	64.65	21.33	160.46	91.26	4.15	63.17	71.99	8.14	633.25
16/12/2020	10.92	63.97	21.36	163.31	91.77	3.98	61.80	72.07	8.45	622.77
17/12/2020	10.87	64.03	21.61	163.52	92.32	4.03	62.31	72.42	8.66	655.90
